loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system,custom_risk_score,unmapped_vendor_data
LN-08270910-10447,BW-08270910-10447,STUDENT,2023-03-25,2028-02-27,39254.17,14607.19,5.62,60,NC,AUTO_PURCHASE,E,5 years,$25k-$50k,LATE_60,81,DeltaServicing,2023-05-24,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10448,BW-08270910-10448,PERSONAL,2023-12-06,2053-07-01,292740.65,216122.78,9.92,360,GA,HOME_PURCHASE,E,10+ years,$25k-$50k,LATE_30,58,BetaServicing,2024-02-04,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10449,BW-08270910-10449,COMMERCIAL,2023-11-18,2028-10-22,224916.99,96349.82,17.85,60,NC,EDUCATION,F,2 years,$75k-$100k,LATE_60,66,DeltaServicing,2024-01-17,2026-08-27,PENDING,LOS_ALPHA,EXT-RISK-802,VENDOR-TAG-22
LN-08270910-10450,BW-08270910-10450,MORTGAGE,2023-02-06,2025-01-26,74888.68,41892.67,9.7,24,GA,HOME_PURCHASE,D,2 years,$50k-$75k,LATE_60,71,GammaServicing,2023-04-07,2026-08-27,PENDING,MANUAL_EXCEL,,VENDOR-TAG-98
LN-08270910-10451,BW-08270910-10451,STUDENT,2023-10-04,2053-04-29,241342.07,69703.0,10.42,360,NY,DEBT_CONSOLIDATION,F,10+ years,<$25k,LATE_60,62,ApexServicing,2023-12-03,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10452,BW-08270910-10452,PERSONAL,2023-07-10,2053-02-02,27127.67,5787.99,10.88,360,WA,DEBT_CONSOLIDATION,D,10+ years,$75k-$100k,LATE_90,111,BetaServicing,2023-09-08,2026-08-27,,SERVICER_CSV,,
LN-08270910-10453,BW-08270910-10453,COMMERCIAL,2023-09-23,2028-08-27,143253.27,25330.62,18.49,60,FL,DEBT_CONSOLIDATION,B,< 1 year,$50k-$75k,CLOSED,0,GammaServicing,2023-11-22,2026-08-27,PENDING,ORIGINATION_API,,VENDOR-TAG-21
LN-08270910-10454,BW-08270910-10454,MORTGAGE,2023-07-10,2053-02-02,241213.74,91137.87,8.04,360,WA,HOME_PURCHASE,F,1 year,$100k+,LATE_90,109,GammaServicing,2023-09-08,2026-08-27,PENDING,LOS_ALPHA,EXT-RISK-111,VENDOR-TAG-27
LN-08270910-10455,BW-08270910-10455,COMMERCIAL,2023-06-12,2028-05-16,50658.33,31561.16,8.12,60,TX,AUTO_PURCHASE,D,1 year,$25k-$50k,LATE_60,66,BetaServicing,2023-08-11,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10456,BW-08270910-10456,COMMERCIAL,2023-04-18,2026-04-02,102793.53,73499.45,7.59,36,IL,DEBT_CONSOLIDATION,C,5 years,$50k-$75k,CURRENT,0,DeltaServicing,2023-06-17,2026-08-27,VERIFIED,SERVICER_CSV,,
LN-08270910-10457,BW-08270910-10457,PERSONAL,2024-13-45,2053-02-10,156800.76,32775.55,15.55,360,GA,BUSINESS_EXPANSION,A,5 years,$50k-$75k,LATE_90,103,GammaServicing,2023-09-16,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10458,BW-08270910-10458,PERSONAL,2023-05-04,2026-04-18,65429.79,43837.34,18.08,36,NC,EDUCATION,E,1 year,<$25k,CLOSED,0,BetaServicing,2023-07-03,2026-08-27,PENDING,MANUAL_EXCEL,EXT-RISK-892,
LN-08270910-10459,BW-08270910-10459,AUTO,2023-10-18,2027-09-27,46083.36,30181.79,18.43,48,GA,HOME_PURCHASE,B,1 year,<$25k,LATE_90,95,DeltaServicing,2023-12-17,2026-08-27,PENDING,LOS_ALPHA,EXT-RISK-312,
,BW-08270910-10460,COMMERCIAL,2023-02-27,2052-09-22,37976.32,23994.23,12.9,360,NC,EDUCATION,E,< 1 year,<$25k,DEFAULT,195,GammaServicing,2023-04-28,2026-08-27,PENDING,SERVICER_CSV,,VENDOR-TAG-73
LN-08270910-10461,BW-08270910-10461,COMMERCIAL,2023-09-07,2053-04-02,23072.04,10368.14,10.5,360,IL,EDUCATION,C,5 years,<$25k,DEFAULT,0,DeltaServicing,2023-11-06,2026-08-27,VERIFIED,ORIGINATION_API,,
LN-08270910-10462,BW-08270910-10462,AUTO,2023-02-06,2028-01-11,15000.0,28500.0,10.36,60,WA,EDUCATION,A,2 years,$25k-$50k,CURRENT,0,DeltaServicing,2023-04-07,2026-08-27,VERIFIED,MANUAL_EXCEL,,
LN-08270910-10463,BW-08270910-10463,MORTGAGE,2023-04-02,2033-02-08,125896.77,90468.27,6.91,120,OH,EDUCATION,B,2 years,$50k-$75k,CURRENT,0,GammaServicing,2023-06-01,2026-08-27,VERIFIED,MANUAL_EXCEL,EXT-RISK-329,
LN-08270910-10464,BW-08270910-10464,MORTGAGE,2023-07-08,2053-01-31,21321.48,14324.71,16.44,360,IL,DEBT_CONSOLIDATION,A,1 year,$50k-$75k,CURRENT,0,GammaServicing,2023-09-06,2026-08-27,VERIFIED,LOS_ALPHA,,
LN-08270910-10465,BW-08270910-10465,PERSONAL,2023-07-13,2028-06-16,54267.92,27427.66,16.67,60,OH,BUSINESS_EXPANSION,D,10+ years,$50k-$75k,LATE_90,116,ApexServicing,2023-09-11,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10466,BW-08270910-10466,COMMERCIAL,2023-10-29,2028-10-02,128402.06,41123.06,8.87,60,NY,DEBT_CONSOLIDATION,A,1 year,$50k-$75k,LATE_90,105,BetaServicing,2023-12-28,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10467,BW-08270910-10467,COMMERCIAL,2023-05-31,2033-04-08,115073.25,93708.32,12.33,120,OH,HOME_PURCHASE,F,10+ years,$100k+,DEFAULT,355,GammaServicing,2023-07-30,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10468,BW-08270910-10468,PERSONAL,2023-09-19,2053-04-14,234806.4,78116.18,9.17,360,99,AUTO_PURCHASE,A,5 years,$50k-$75k,CURRENT,0,BetaServicing,2023-11-18,2026-08-27,VERIFIED,SERVICER_CSV,,
LN-08270910-10469,BW-08270910-10469,AUTO,2023-09-29,2026-09-13,15000.0,28500.0,13.77,36,NY,AUTO_PURCHASE,B,10+ years,$50k-$75k,CURRENT,0,DeltaServicing,2023-11-28,2026-08-27,VERIFIED,MANUAL_EXCEL,,
LN-08270910-10470,BW-08270910-10470,COMMERCIAL,2023-01-25,2052-08-20,166237.76,45000.0,14.86,360,PA,DEBT_CONSOLIDATION,F,5 years,<$25k,CLOSED,0,DeltaServicing,2023-03-26,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10471,BW-08270910-10471,MORTGAGE,2023-09-22,2027-09-01,26805.89,18893.52,4.92,48,NY,AUTO_PURCHASE,D,1 year,$50k-$75k,LATE_90,94,GammaServicing,2023-11-21,2026-08-27,PENDING,MANUAL_EXCEL,EXT-RISK-890,
LN-08270910-10371,BW-08270910-10472,STUDENT,2023-05-15,2026-04-29,232041.37,39970.99,13.57,36,NC,DEBT_CONSOLIDATION,C,1 year,$75k-$100k,LATE_30,48,ApexServicing,2023-07-14,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10473,BW-08270910-10473,COMMERCIAL,2023-02-16,2025-02-05,142454.15,45000.0,13.41,24,CA,AUTO_PURCHASE,B,2 years,$100k+,CLOSED,0,ApexServicing,2023-04-17,2026-08-27,VERIFIED,LOS_ALPHA,EXT-RISK-868,
LN-08270910-10474,BW-REPEAT-1,AUTO,2023-11-16,2025-11-05,64130.63,52746.96,9.27,24,NC,EDUCATION,F,< 1 year,$75k-$100k,CLOSED,0,ApexServicing,2024-01-15,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10475,BW-08270910-10475,MORTGAGE,2023-02-13,2052-09-08,265947.21,71904.61,17.89,360,TX,EDUCATION,B,10+ years,$75k-$100k,DEFAULT,267,ApexServicing,2023-04-14,2026-08-27,PENDING,ORIGINATION_API,EXT-RISK-654,
LN-08270910-10476,BW-08270910-10476,AUTO,2023-12-29,2027-12-08,192471.92,92965.18,16.17,48,GA,AUTO_PURCHASE,C,10+ years,$50k-$75k,LATE_60,0,BetaServicing,2024-02-27,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10477,BW-08270910-10477,PERSONAL,2023-06-19,2027-05-29,269366.8,111397.18,10.35,48,TX,BUSINESS_EXPANSION,A,2 years,$100k+,CURRENT,0,GammaServicing,2023-08-18,2026-08-27,VERIFIED,MANUAL_EXCEL,,
LN-08270910-10478,BW-08270910-10478,COMMERCIAL,2023-08-03,2028-07-07,272163.31,188315.69,15.23,60,IL,DEBT_CONSOLIDATION,D,< 1 year,<$25k,LATE_60,72,BetaServicing,2023-10-02,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10479,BW-08270910-10479,PERSONAL,2023-04-07,2025-03-27,266300.13,77157.2,10.6,24,GA,HOME_PURCHASE,D,2 years,$100k+,LATE_60,72,GammaServicing,2023-06-06,2026-08-27,PENDING,SERVICER_CSV,EXT-RISK-984,
LN-08270910-10480,BW-08270910-10480,STUDENT,2023-08-22,2033-06-30,71248.25,54356.69,12.94,120,TX,EDUCATION,E,5 years,$75k-$100k,LATE_30,52,DeltaServicing,2023-10-21,2026-08-27,NULL,MANUAL_EXCEL,,
LN-08270910-10481,BW-08270910-10481,MORTGAGE,2023-08-10,2027-07-20,20191.91,18500.5,13.26,48,NY,DEBT_CONSOLIDATION,C,2 years,<$25k,CURRENT,115,BetaServicing,2023-10-09,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10482,BW-08270910-10482,PERSONAL,2023-07-05,2026-06-19,114839.77,92636.92,12.36,36,GA,DEBT_CONSOLIDATION,A,1 year,$100k+,DEFAULT,317,ApexServicing,2023-09-03,2026-08-27,PENDING,LOS_ALPHA,EXT-RISK-130,
LN-08270910-10483,BW-08270910-10483,PERSONAL,2023-09-05,2027-08-15,15000.0,28500.0,9.43,48,TX,EDUCATION,C,1 year,$100k+,LATE_90,90,GammaServicing,2023-11-04,2026-08-27,PENDING,ORIGINATION_API,EXT-RISK-922,
LN-08270910-10484,BW-08270910-10484,STUDENT,2023-12-03,2027-11-12,112564.6,43125.06,9.0,48,PA,EDUCATION,B,2 years,$75k-$100k,LATE_30,31,ApexServicing,2024-02-01,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10485,BW-08270910-10485,PERSONAL,2023-09-16,2026-08-31,22363.3,14670.7,10.94,36,IL,HOME_PURCHASE,E,1 year,$25k-$50k,CURRENT,0,GammaServicing,2023-11-15,2026-08-27,VERIFIED,LOS_ALPHA,,
LN-08270910-10486,BW-08270910-10486,MORTGAGE,2023-06-03,2026-05-18,290988.9,60225.16,14.1,36,IL,BUSINESS_EXPANSION,D,< 1 year,$100k+,CLOSED,0,DeltaServicing,2023-08-02,2026-08-27,PENDING,ORIGINATION_API,EXT-RISK-290,
LN-08270910-10487,BW-08270910-10487,MORTGAGE,2023-04-26,2052-11-19,193438.83,18500.5,7.65,360,TX,HOME_PURCHASE,F,1 year,$25k-$50k,CURRENT,44,ApexServicing,2023-06-25,2026-08-27,PENDING,ORIGINATION_API,,VENDOR-TAG-92
LN-08270910-10488,BW-08270910-10488,AUTO,2023-07-18,2028-06-21,299827.3,148565.36,5.69,60,OH,EDUCATION,C,< 1 year,$100k+,CURRENT,0,ApexServicing,2023-09-16,2026-08-27,VERIFIED,ORIGINATION_API,,VENDOR-TAG-73
LN-08270910-10489,BW-08270910-10489,AUTO,2023-10-18,2027-09-27,138183.95,21144.9,14.65,48,XX,EDUCATION,D,1 year,<$25k,DEFAULT,208,GammaServicing,2023-12-17,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10490,BW-08270910-10490,MORTGAGE,2023-03-23,2025-03-12,164467.83,71561.2,12.45,24,OH,EDUCATION,A,5 years,$100k+,LATE_30,35,ApexServicing,2023-05-22,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10491,BW-08270910-10491,MORTGAGE,2023-01-07,2027-12-12,163825.66,118333.38,9.29,60,WA,EDUCATION,D,1 year,<$25k,DEFAULT,276,DeltaServicing,2023-03-08,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10492,BW-08270910-10492,COMMERCIAL,2023-11-09,2027-10-19,153346.47,128125.11,18.05,48,NY,DEBT_CONSOLIDATION,B,2 years,$50k-$75k,LATE_90,106,BetaServicing,2024-01-08,2026-08-27,PENDING,LOS_ALPHA,,VENDOR-TAG-88
LN-08270910-10493,BW-08270910-10493,MORTGAGE,2023-02-15,2025-02-04,259356.75,121869.8,14.29,24,WA,BUSINESS_EXPANSION,B,< 1 year,$50k-$75k,LATE_30,59,BetaServicing,2023-04-16,2026-08-27,PENDING,MANUAL_EXCEL,,VENDOR-TAG-20
LN-08270910-10494,BW-08270910-10494,AUTO,2023-03-29,2028-03-02,12549.44,6775.91,11.23,60,IL,DEBT_CONSOLIDATION,A,2 years,$100k+,LATE_30,46,ApexServicing,2023-05-28,2026-08-27,PENDING,MANUAL_EXCEL,,VENDOR-TAG-54
LN-08270910-10495,BW-08270910-10495,STUDENT,2023-10-01,2026-09-15,243201.11,188545.48,15.58,36,OH,BUSINESS_EXPANSION,F,5 years,$75k-$100k,LATE_60,62,ApexServicing,2023-11-30,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10496,BW-08270910-10496,STUDENT,2023-06-02,2033-04-10,153502.62,88558.28,18.35,120,NY,HOME_PURCHASE,D,2 years,$25k-$50k,LATE_90,114,BetaServicing,2023-08-01,2026-08-27,MISSING,LOS_ALPHA,,VENDOR-TAG-27
LN-08270910-10497,BW-08270910-10497,PERSONAL,2023-10-16,2033-08-24,211780.81,46777.62,11.79,120,PA,AUTO_PURCHASE,C,10+ years,$50k-$75k,CLOSED,0,DeltaServicing,2023-12-15,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10498,BW-08270910-10498,MORTGAGE,2023-01-22,2027-01-01,55830.39,41544.76,4.96,48,GA,AUTO_PURCHASE,A,< 1 year,$100k+,LATE_30,41,GammaServicing,2023-03-23,2026-08-27,PENDING,MANUAL_EXCEL,EXT-RISK-171,
LN-08270910-10499,BW-REPEAT-2,AUTO,2023-07-24,2025-07-13,216277.44,125205.49,4.52,24,IL,EDUCATION,A,2 years,$100k+,CLOSED,0,BetaServicing,2023-09-22,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10500,BW-08270910-10500,COMMERCIAL,2023-05-26,2027-05-05,45253.29,17611.63,12.09,48,FL,AUTO_PURCHASE,E,2 years,$50k-$75k,LATE_60,80,DeltaServicing,2023-07-25,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10501,BW-08270910-10501,MORTGAGE,2023-10-12,2027-09-21,37545.36,21776.63,18.04,48,GA,DEBT_CONSOLIDATION,B,2 years,$75k-$100k,DEFAULT,206,GammaServicing,2023-12-11,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10502,BW-08270910-10502,STUDENT,2023-05-14,2033-03-22,178143.75,108005.06,11.06,120,NC,HOME_PURCHASE,B,5 years,<$25k,CLOSED,0,GammaServicing,2023-07-13,2026-08-27,PENDING,LOS_ALPHA,,
,BW-08270910-10503,MORTGAGE,2023-04-03,2026-03-18,239665.38,96883.21,11.52,36,TX,BUSINESS_EXPANSION,B,5 years,$25k-$50k,CURRENT,0,BetaServicing,2023-06-02,2026-08-27,VERIFIED,SERVICER_CSV,,
LN-08270910-10504,BW-08270910-10504,PERSONAL,2023-09-18,2026-09-02,135659.76,60438.14,12.61,36,WA,HOME_PURCHASE,D,2 years,<$25k,DEFAULT,243,BetaServicing,2023-11-17,2026-08-27,PENDING,MANUAL_EXCEL,EXT-RISK-688,
LN-08270910-10505,BW-08270910-10505,AUTO,2023-04-22,2028-03-26,92833.92,36177.59,11.14,60,NC,HOME_PURCHASE,C,10+ years,$100k+,DEFAULT,325,BetaServicing,2023-06-21,2026-08-27,PENDING,ORIGINATION_API,,VENDOR-TAG-32
LN-08270910-10506,BW-08270910-10506,PERSONAL,2023-06-10,2053-01-03,78198.01,45985.94,6.25,360,PA,BUSINESS_EXPANSION,F,5 years,$100k+,LATE_60,63,GammaServicing,2023-08-09,2026-08-27,PENDING,ORIGINATION_API,EXT-RISK-838,VENDOR-TAG-96
LN-08270910-10507,BW-08270910-10507,COMMERCIAL,2023-11-02,2053-05-28,271051.34,85086.41,10.12,360,PA,BUSINESS_EXPANSION,E,< 1 year,$50k-$75k,CLOSED,0,BetaServicing,2024-01-01,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10508,BW-08270910-10508,AUTO,2023-11-17,2053-06-12,270417.59,46409.28,120.0,360,CA,AUTO_PURCHASE,C,10+ years,$50k-$75k,CURRENT,0,GammaServicing,2024-01-16,2026-08-27,VERIFIED,LOS_ALPHA,,
LN-08270910-10509,BW-08270910-10509,STUDENT,2023-11-05,2053-05-31,157977.83,50351.71,11.2,360,GA,EDUCATION,F,2 years,$25k-$50k,CLOSED,0,ApexServicing,2024-01-04,2026-08-27,PENDING,SERVICER_CSV,EXT-RISK-609,
LN-08270910-10510,BW-08270910-10510,PERSONAL,2023-03-05,2025-02-22,234801.08,37998.73,18.41,24,FL,HOME_PURCHASE,E,2 years,$100k+,CURRENT,0,ApexServicing,2023-05-04,2026-08-27,VERIFIED,MANUAL_EXCEL,,
LN-08270910-10511,BW-08270910-10511,MORTGAGE,2023-11-16,2053-06-11,232729.4,182466.73,15.81,360,TX,BUSINESS_EXPANSION,F,5 years,$75k-$100k,LATE_90,116,ApexServicing,2024-01-15,2026-08-27,PENDING,MANUAL_EXCEL,,VENDOR-TAG-65
LN-08270910-10512,BW-08270910-10512,STUDENT,2023-01-30,2028-01-04,169489.01,66462.92,14.64,60,FL,AUTO_PURCHASE,D,< 1 year,$25k-$50k,CLOSED,0,BetaServicing,2023-03-31,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10513,BW-08270910-10513,STUDENT,2023-03-26,2028-02-28,29751.67,10527.56,17.27,60,OH,AUTO_PURCHASE,E,10+ years,$50k-$75k,CURRENT,0,DeltaServicing,2023-05-25,2026-08-27,VERIFIED,MANUAL_EXCEL,,
LN-08270910-10514,BW-08270910-10514,STUDENT,2023-12-26,2027-12-05,282636.76,79394.7,7.36,48,FL,AUTO_PURCHASE,A,10+ years,$50k-$75k,CURRENT,0,BetaServicing,2024-02-24,2026-08-27,VERIFIED,MANUAL_EXCEL,,
LN-08270910-10515,BW-08270910-10515,PERSONAL,2023-08-03,2025-07-23,160792.75,84623.53,5.48,24,TX,AUTO_PURCHASE,E,1 year,$75k-$100k,LATE_30,57,DeltaServicing,2023-10-02,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10516,BW-08270910-10516,PERSONAL,2023-02-23,2033-01-01,232066.37,18500.5,7.78,120,NY,BUSINESS_EXPANSION,B,< 1 year,$100k+,CURRENT,93,DeltaServicing,2023-04-24,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10517,BW-08270910-10517,AUTO,2023-04-07,2025-03-27,51351.45,31199.67,8.68,24,PA,BUSINESS_EXPANSION,C,10+ years,$75k-$100k,CURRENT,0,DeltaServicing,2023-06-06,2026-08-27,VERIFIED,MANUAL_EXCEL,,
LN-08270910-10518,BW-08270910-10518,PERSONAL,2023-05-21,2052-12-14,184418.87,95430.5,16.53,360,OH,BUSINESS_EXPANSION,D,< 1 year,$50k-$75k,LATE_30,40,DeltaServicing,2023-07-20,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10519,BW-08270910-10519,COMMERCIAL,2023-05-10,2026-04-24,204972.31,128267.49,18.37,36,CA,HOME_PURCHASE,B,2 years,$25k-$50k,CLOSED,0,DeltaServicing,2023-07-09,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10520,BW-08270910-10520,COMMERCIAL,2023-02-01,2025-01-21,15000.0,28500.0,13.91,24,TX,AUTO_PURCHASE,E,5 years,$100k+,CLOSED,0,BetaServicing,2023-04-02,2026-08-27,PENDING,SERVICER_CSV,EXT-RISK-711,
LN-08270910-10521,BW-08270910-10521,AUTO,2023-02-11,2027-01-21,210590.83,33262.63,17.81,48,IL,HOME_PURCHASE,F,10+ years,$25k-$50k,DEFAULT,0,BetaServicing,2023-04-12,2026-08-27,PENDING,SERVICER_CSV,EXT-RISK-635,
LN-08270910-10522,BW-08270910-10522,STUDENT,2023-05-27,2026-05-11,265915.71,207278.58,17.54,36,IL,HOME_PURCHASE,E,< 1 year,$75k-$100k,LATE_30,41,BetaServicing,2023-07-26,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10523,BW-08270910-10523,STUDENT,2023-07-13,2026-06-27,258889.19,152582.31,9.12,36,TX,HOME_PURCHASE,F,5 years,<$25k,LATE_30,52,GammaServicing,2023-09-11,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10524,BW-08270910-10524,MORTGAGE,2024-05-10,2022-05-10,246801.23,43805.28,11.43,36,TX,DEBT_CONSOLIDATION,B,5 years,<$25k,CLOSED,0,ApexServicing,2023-12-20,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10525,BW-08270910-10525,AUTO,2023-09-15,2026-08-30,227339.18,92048.6,8.46,36,CA,BUSINESS_EXPANSION,C,10+ years,<$25k,DEFAULT,199,BetaServicing,2023-11-14,2026-08-27,PENDING,SERVICER_CSV,,VENDOR-TAG-42
LN-08270910-10526,BW-08270910-10357,COMMERCIAL,2023-06-27,2026-05-09,219854.05,57878.59,8.49,36,WA,DEBT_CONSOLIDATION,F,< 1 year,$100k+,CLOSED,0,DeltaServicing,2023-07-24,2026-08-27,PENDING,SERVICER_CSV,EXT-RISK-288,
LN-08270910-10527,BW-08270910-10527,STUDENT,2023-12-06,2025-11-25,115980.38,21591.41,5.27,24,CA,AUTO_PURCHASE,F,10+ years,$50k-$75k,LATE_60,87,GammaServicing,2024-02-04,2026-08-27,NULL,MANUAL_EXCEL,,
LN-08270910-10528,BW-REPEAT-2,STUDENT,2023-12-15,2027-11-24,238106.62,145379.23,18.16,48,OH,BUSINESS_EXPANSION,E,< 1 year,$50k-$75k,DEFAULT,232,DeltaServicing,2024-02-13,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10529,BW-08270910-10529,PERSONAL,2023-04-28,2052-11-21,76196.99,59336.28,13.31,360,WA,HOME_PURCHASE,C,5 years,$75k-$100k,LATE_90,100,GammaServicing,2023-06-27,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10530,BW-08270910-10530,COMMERCIAL,2023-03-21,2028-02-23,87692.09,13288.14,10.41,60,OH,HOME_PURCHASE,C,5 years,$100k+,CLOSED,0,GammaServicing,2023-05-20,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10531,BW-08270910-10531,MORTGAGE,2023-04-07,2033-02-13,163957.82,89649.98,14.05,120,TX,HOME_PURCHASE,E,10+ years,$50k-$75k,LATE_30,39,DeltaServicing,2023-06-06,2026-08-27,PENDING,MANUAL_EXCEL,EXT-RISK-921,
LN-08270910-10532,BW-08270910-10532,STUDENT,2023-05-23,2027-05-02,62993.85,49455.47,15.37,48,ZZ,EDUCATION,E,10+ years,$50k-$75k,LATE_60,88,BetaServicing,2023-07-22,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10533,BW-08270910-10533,PERSONAL,2023-09-22,2033-07-31,48682.66,11189.64,17.23,120,OH,DEBT_CONSOLIDATION,D,5 years,<$25k,CLOSED,0,ApexServicing,2023-11-21,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10534,BW-08270910-10534,AUTO,2023-06-04,2052-12-28,147978.23,105033.54,11.97,360,OH,BUSINESS_EXPANSION,D,5 years,$75k-$100k,CURRENT,0,GammaServicing,2023-08-03,2020-01-01,VERIFIED,SERVICER_CSV,,
LN-08270910-10535,BW-08270910-10535,PERSONAL,2023-06-12,2028-05-16,82119.37,27988.29,6.57,60,IL,DEBT_CONSOLIDATION,E,5 years,$75k-$100k,LATE_60,71,DeltaServicing,2023-08-11,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10536,BW-08270910-10536,STUDENT,2023-02-13,2052-09-08,51492.19,38421.1,14.89,360,FL,HOME_PURCHASE,D,2 years,$75k-$100k,CURRENT,0,GammaServicing,2023-04-14,2026-08-27,VERIFIED,ORIGINATION_API,,
LN-08270910-10537,BW-08270910-10537,PERSONAL,2023-09-13,2026-08-28,15000.0,28500.0,5.95,36,NC,HOME_PURCHASE,F,1 year,$50k-$75k,CLOSED,0,ApexServicing,2023-11-12,2026-08-27,PENDING,SERVICER_CSV,,VENDOR-TAG-97
LN-08270910-10538,BW-08270910-10538,MORTGAGE,2023-05-18,2027-04-27,200004.15,162904.59,11.41,48,IL,HOME_PURCHASE,D,1 year,<$25k,DEFAULT,266,GammaServicing,2023-07-17,2026-08-27,PENDING,ORIGINATION_API,,
LN-08270910-10539,BW-08270910-10539,MORTGAGE,2023-12-05,2027-11-14,164597.68,73131.73,14.15,48,WA,DEBT_CONSOLIDATION,C,< 1 year,$75k-$100k,LATE_90,106,GammaServicing,2024-02-03,2026-08-27,PENDING,MANUAL_EXCEL,,
LN-08270910-10540,BW-08270910-10540,AUTO,2023-09-12,2033-07-21,140955.72,78695.81,13.78,120,IL,HOME_PURCHASE,E,10+ years,$25k-$50k,DEFAULT,348,DeltaServicing,2023-11-11,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10541,BW-08270910-10541,COMMERCIAL,2023-08-08,2033-06-16,46030.65,11377.28,9.93,120,CA,AUTO_PURCHASE,A,10+ years,$100k+,CURRENT,0,BetaServicing,2023-10-07,2026-08-27,VERIFIED,MANUAL_EXCEL,,
LN-08270910-10542,BW-08270910-10542,MORTGAGE,2023-12-28,2033-11-05,68730.31,45146.08,11.14,120,CA,DEBT_CONSOLIDATION,F,1 year,$25k-$50k,DEFAULT,229,BetaServicing,2024-02-26,2026-08-27,NULL,LOS_ALPHA,,VENDOR-TAG-92
LN-08270910-10543,BW-08270910-10543,STUDENT,2023-09-28,2053-04-23,140604.06,78178.91,11.72,360,NY,EDUCATION,B,1 year,$50k-$75k,LATE_60,61,ApexServicing,2023-11-27,2026-08-27,PENDING,SERVICER_CSV,,
LN-08270910-10544,BW-08270910-10544,PERSONAL,2023-01-23,2052-08-18,224647.94,18500.5,13.75,360,CA,BUSINESS_EXPANSION,C,< 1 year,$25k-$50k,CURRENT,0,DeltaServicing,2023-03-24,2026-08-27,VERIFIED,SERVICER_CSV,,
LN-08270910-10545,BW-08270910-10545,AUTO,2023-04-26,2052-11-19,200495.41,163819.54,7.51,360,ZZ,HOME_PURCHASE,C,5 years,<$25k,LATE_30,52,DeltaServicing,2023-06-25,2026-08-27,PENDING,LOS_ALPHA,,
LN-08270910-10546,BW-08270910-10546,COMMERCIAL,2023-07-27,2027-07-06,299914.43,194824.55,6.16,48,TX,HOME_PURCHASE,D,2 years,$75k-$100k,LATE_90,101,BetaServicing,2023-09-25,2026-08-27,PENDING,LOS_ALPHA,EXT-RISK-936,VENDOR-TAG-57
LN-08270910-10547,BW-08270910-10547,STUDENT,2023-02-13,2052-09-08,279317.41,47013.24,11.58,360,GA,AUTO_PURCHASE,F,2 years,$75k-$100k,CLOSED,0,GammaServicing,2023-04-14,2026-08-27,PENDING,SERVICER_CSV,,
