loan_id,servicer_id,updated_current_balance,updated_payment_status,updated_days_past_due,last_payment_date,servicer_as_of_date,unexpected_audit_flag,servicer_raw_notes
LN-08270910-10281,SERV-03,85174.85,LATE_60,63,2023-04-08,2026-08-27,,
LN-08270910-10282,SERV-01,53905.21,LATE_30,48,2023-03-24,2026-08-27,,
LN-08270910-10283,SERV-01,184379.42,CURRENT,0,2023-04-01,2026-08-27,,
LN-08270910-10284,SERV-01,89588.47,LATE_90,101,2024-02-02,2026-08-27,AUDIT-FLAG-3,Servicer note line 284
LN-08270910-10285,SERV-03,132694.31,CLOSED,0,2023-04-09,2026-08-27,,
LN-08270910-10286,SERV-02,4357.72,LATE_60,72,2024-01-22,2026-08-27,,
LN-08270910-10288,SERV-03,67364.35,LATE_30,53,15/01/2023,2026-08-27,,
LN-08270910-10289,SERV-01,73709.25,LATE_90,104,2023-05-31,2026-08-27,,
LN-08270910-10290,SERV-02,65227.54,LATE_60,71,2024-02-20,2026-08-27,,Servicer note line 290
LN-08270910-10291,SERV-03,43817.5,CURRENT,0,2024-01-26,2026-08-27,,
LN-08270910-10292,SERV-02,44146.93,LATE_90,110,2023-06-06,2026-08-27,,
LN-08270910-10293,SERV-01,7569.63,CURRENT,0,2023-07-10,2026-08-27,,
LN-08270910-10294,SERV-02,113897.68,CURRENT,0,2023-03-22,2026-08-27,,
LN-08270910-10295,SERV-02,67769.22,LATE_90,110,2023-09-29,2026-08-27,,
LN-08270910-10296,SERV-02,20333.41,LATE_30,50,INVALID_DATE,2026-08-27,,
LN-08270910-10297,SERV-03,29379.21,LATE_90,117,2023-12-08,2026-08-27,,
LN-08270910-10298,SERV-01,28203.85,LATE_90,92,2023-09-22,2026-08-27,,
LN-08270910-10299,SERV-02,135334.53,LATE_90,104,2023-04-05,2026-08-27,,
LN-08270910-10299,SERV-02,135434.53,LATE_90,104,2023-04-05,2026-08-27,,
LN-08270910-10300,SERV-03,39454.03,LATE_60,80,2023-12-01,2026-08-27,,
LN-08270910-10300,SERV-03,39554.03,LATE_60,80,2023-12-01,2026-08-27,,
LN-08270910-10301,SERV-01,218470.67,CURRENT,90,2023-08-19,2026-08-27,AUDIT-FLAG-3,Servicer note line 301
LN-08270910-10302,SERV-02,194283.27,CLOSED,0,2024-01-31,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10303,SERV-03,35144.78,CURRENT,0,2023-05-16,2026-08-27,,
LN-08270910-10304,SERV-03,2847.8,CLOSED,0,2023-12-02,2026-08-27,,
LN-08270910-10305,SERV-02,12539.11,CLOSED,0,2023-10-11,2026-08-27,,
LN-08270910-10307,SERV-02,240295.24,LATE_60,60,2023-09-19,2026-08-27,,
LN-08270910-10308,SERV-03,11845.03,LATE_60,77,2024-02-04,2026-08-27,,
LN-08270910-10309,SERV-02,11657.0,LATE_60,66,2023-05-22,2026-08-27,,
LN-08270910-10310,SERV-03,5404.71,LATE_90,99,2023-04-04,2026-08-27,,
LN-08270910-10311,SERV-01,21899.18,LATE_90,30,2023-04-21,2026-08-27,,Servicer note line 311
LN-08270910-10312,SERV-03,166438.4,LATE_30,43,2023-07-25,2026-08-27,,
LN-08270910-10313,SERV-03,12100.0,LATE_45,46,2023-03-28,2026-08-27,,
LN-08270910-10314,SERV-01,65775.94,LATE_60,80,2023-04-19,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10315,SERV-03,14136.6,CURRENT,0,2023-10-18,2026-08-27,,
LN-08270910-10316,SERV-02,139393.94,LATE_60,70,2024-02-02,2026-08-27,,
LN-08270910-10317,SERV-01,39251.93,LATE_30,48,2023-04-20,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10318,SERV-03,150221.08,DEFAULT,124,2023-07-05,2026-08-27,,
LN-08270910-10319,SERV-02,31858.25,LATE_60,89,2023-11-06,2026-08-27,,Servicer note line 319
LN-08270910-10320,SERV-03,37478.03,CLOSED,0,2023-05-04,2026-08-27,AUDIT-FLAG-3,Servicer note line 320
LN-08270910-10321,SERV-03,53631.68,CLOSED,0,2023-06-21,2026-08-27,,
LN-08270910-10322,SERV-02,71223.0,CURRENT,0,2023-08-27,2026-08-27,,Servicer note line 322
LN-08270910-10323,SERV-02,74187.07,LATE_90,108,2023-07-27,2026-08-27,AUDIT-FLAG-4,Servicer note line 323
LN-08270910-10324,SERV-01,45000.0,CLOSED,87,2024-01-25,2026-08-27,,
LN-08270910-10325,SERV-02,30394.11,LATE_90,113,2023-06-16,2026-08-27,,
LN-08270910-10326,SERV-02,55379.1,LATE_60,69,2023-03-28,2026-08-27,,
LN-08270910-10327,SERV-03,206832.69,LATE_30,46,2023-07-31,2026-08-27,,
LN-08270910-10327,SERV-03,206932.69,LATE_30,46,2023-07-31,2026-08-27,,
LN-08270910-10328,SERV-01,115637.98,CURRENT,0,2023-07-26,2026-08-27,,Servicer note line 328
LN-08270910-10329,SERV-02,95690.97,LATE_60,0,2024-02-17,2026-08-27,,
LN-08270910-10330,SERV-02,81110.37,DEFAULT,197,2023-07-27,2026-08-27,,
LN-08270910-10331,SERV-03,45261.12,LATE_30,39,2024-01-31,2026-08-27,,
LN-08270910-10332,SERV-02,25779.72,LATE_30,34,2023-03-09,2026-08-27,,
LN-08270910-10333,SERV-03,103053.95,CURRENT,0,2023-07-22,2026-08-27,,
LN-08270910-10334,SERV-02,139145.54,CURRENT,0,2023-10-19,2026-08-27,,Servicer note line 334
LN-08270910-10335,SERV-03,114632.72,DEFAULT,269,2023-05-03,2026-08-27,,
LN-08270910-10336,SERV-02,224249.23,DEFAULT,190,2023-03-11,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10337,SERV-01,34494.71,CURRENT,0,2023-11-02,2026-08-27,,Servicer note line 337
LN-08270910-10338,SERV-03,43711.68,LATE_90,115,2024-02-19,2026-08-27,,
LN-08270910-10339,SERV-02,46923.52,CLOSED,0,2023-03-26,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10340,SERV-03,113593.31,DEFAULT,129,2023-07-20,2026-08-27,,
LN-08270910-10341,SERV-02,49645.66,LATE_90,105,2023-12-03,2026-08-27,,
LN-08270910-10342,SERV-02,101039.18,LATE_60,65,2023-12-02,2026-08-27,,
LN-08270910-10343,SERV-01,64582.58,LATE_60,84,2023-07-09,2026-08-27,,
LN-08270910-10343,SERV-01,64682.58,LATE_60,84,2023-07-09,2026-08-27,,
LN-08270910-10344,SERV-03,71248.31,LATE_30,52,2023-08-20,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10345,SERV-01,72973.49,CURRENT,0,2024-01-10,2026-08-27,,
LN-08270910-10346,SERV-03,10098.11,CURRENT,0,2023-08-26,2026-08-27,,
LN-08270910-10347,SERV-01,12100.0,LATE_45,0,2023-06-25,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10348,SERV-02,157690.11,LATE_30,54,2024-01-30,2026-08-27,,
LN-08270910-10349,SERV-01,6555.62,DEFAULT,146,2023-04-09,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10350,SERV-03,74584.5,CLOSED,0,2023-08-07,2026-08-27,,
LN-08270910-10351,SERV-02,63503.73,LATE_60,75,2023-09-28,2026-08-27,,
LN-08270910-10352,SERV-02,199476.85,CURRENT,0,2023-06-17,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10353,SERV-02,132715.12,CLOSED,0,2024-01-27,2026-08-27,,
LN-08270910-10354,SERV-01,45000.0,CLOSED,69,2023-07-18,2026-08-27,,
LN-08270910-10355,SERV-02,74134.41,LATE_30,56,2023-10-20,2026-08-27,,
LN-08270910-10356,SERV-01,65243.24,CLOSED,0,2023-04-22,2026-08-27,,
LN-08270910-10357,SERV-03,39833.74,LATE_60,84,2023-08-26,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10358,SERV-02,101387.77,CURRENT,0,2023-12-31,2026-08-27,,Servicer note line 358
LN-08270910-10359,SERV-02,109297.28,DEFAULT,323,2023-04-25,2026-08-27,,
LN-08270910-10361,SERV-03,82846.69,CURRENT,0,2023-03-03,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10362,SERV-03,101227.26,CLOSED,0,2023-11-03,2026-08-27,,
LN-08270910-10363,SERV-02,13519.98,DEFAULT,133,2023-06-04,2026-08-27,,
LN-08270910-10364,SERV-02,4388.36,CURRENT,0,2023-03-22,2026-08-27,,Servicer note line 364
LN-08270910-10365,SERV-01,105445.32,LATE_90,99,2023-07-20,2026-08-27,,
LN-08270910-10366,SERV-02,187788.05,DEFAULT,189,2024-01-06,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10367,SERV-03,98160.88,DEFAULT,131,2023-06-23,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10368,SERV-02,191686.32,LATE_90,110,2024-02-19,2026-08-27,,
LN-08270910-10369,SERV-02,43501.77,LATE_60,76,2023-03-08,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10370,SERV-03,235192.12,LATE_30,30,2023-09-09,2026-08-27,,
LN-08270910-10371,SERV-01,84411.78,LATE_30,42,2023-05-07,2026-08-27,,
LN-08270910-10372,SERV-03,73020.95,LATE_30,40,2023-07-11,2026-08-27,AUDIT-FLAG-1,Servicer note line 372
LN-08270910-10373,SERV-03,15426.73,CLOSED,0,2024-01-12,2026-08-27,,
LN-08270910-10374,SERV-02,72183.51,LATE_90,91,2024-02-26,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10375,SERV-01,132394.95,CLOSED,0,2023-05-28,2026-08-27,,Servicer note line 375
LN-08270910-10376,SERV-03,137126.37,DEFAULT,286,2023-08-16,2026-08-27,,
LN-08270910-10377,SERV-01,64872.97,CURRENT,0,2023-03-27,2026-08-27,,
LN-08270910-10378,SERV-03,166094.74,CLOSED,0,2023-12-30,2026-08-27,,
LN-08270910-10379,SERV-03,129558.78,LATE_30,50,2023-10-02,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10380,SERV-02,53922.95,DEFAULT,139,2023-10-31,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10381,SERV-03,44652.79,DEFAULT,295,2023-10-14,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10382,SERV-02,146740.34,DEFAULT,183,2023-05-13,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10383,SERV-03,50391.55,LATE_90,108,2024-01-09,2026-08-27,,
LN-08270910-10384,SERV-02,50106.96,LATE_30,33,2023-04-08,2026-08-27,,
LN-08270910-10385,SERV-03,26458.04,DEFAULT,247,2023-03-05,2026-08-27,AUDIT-FLAG-3,Servicer note line 385
LN-08270910-10386,SERV-02,116116.78,LATE_90,118,05-10-2024,2026-08-27,,
LN-08270910-10387,SERV-03,61033.61,LATE_30,58,2023-09-29,2026-08-27,,
LN-08270910-10388,SERV-01,63269.14,CLOSED,0,2023-09-12,2026-08-27,,
LN-08270910-10389,SERV-03,28500.0,LATE_60,66,2024-02-03,2026-08-27,,Servicer note line 389
LN-08270910-10390,SERV-02,9634.41,CLOSED,0,2023-05-30,2026-08-27,,
LN-08270910-10391,SERV-03,136591.97,LATE_60,68,2023-11-08,2026-08-27,,Servicer note line 391
LN-08270910-10392,SERV-01,57775.7,CLOSED,0,2023-12-01,2026-08-27,,
LN-08270910-10393,SERV-03,44548.21,DEFAULT,354,2023-07-02,2026-08-27,,Servicer note line 393
LN-08270910-10394,SERV-03,6349.33,DEFAULT,307,2024-01-17,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10395,SERV-02,118340.42,CLOSED,0,2023-04-12,2026-08-27,,
LN-08270910-10396,SERV-01,25017.12,DEFAULT,318,2023-03-05,2026-08-27,AUDIT-FLAG-2,Servicer note line 396
LN-08270910-10397,SERV-02,44835.42,LATE_90,113,2023-09-23,2026-08-27,,
LN-08270910-10398,SERV-02,28500.0,LATE_60,65,2024-01-27,2026-08-27,,
LN-08270910-10399,SERV-01,37640.6,CLOSED,0,2024-02-13,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10400,SERV-03,42838.15,CURRENT,0,2023-03-22,2026-08-27,,
LN-08270910-10401,SERV-03,31380.26,DEFAULT,299,2023-10-14,2026-08-27,,
LN-08270910-10401,SERV-03,31480.26,DEFAULT,299,2023-10-14,2026-08-27,,
LN-08270910-10402,SERV-01,28500.0,LATE_90,91,2023-11-05,2026-08-27,,
LN-08270910-10403,SERV-03,205329.83,CURRENT,0,2023-06-20,2026-08-27,,
LN-08270910-10404,SERV-02,168514.27,DEFAULT,255,2024-01-12,2026-08-27,,
LN-08270910-10405,SERV-01,48974.2,LATE_30,54,2023-06-04,2026-08-27,,
LN-08270910-10406,SERV-02,38677.3,LATE_60,75,2023-07-22,2026-08-27,,
LN-08270910-10406,SERV-02,38777.3,LATE_60,75,2023-07-22,2026-08-27,,
LN-08270910-10407,SERV-01,52351.74,LATE_60,62,2023-10-30,2026-08-27,AUDIT-FLAG-1,Servicer note line 407
LN-08270910-10408,SERV-03,32159.63,CURRENT,0,2023-07-21,2026-08-27,,
LN-08270910-10409,SERV-02,9127.63,DEFAULT,169,2023-11-16,2026-08-27,,
LN-08270910-10410,SERV-03,7966.31,LATE_90,119,2023-06-22,2026-08-27,,
LN-08270910-10411,SERV-01,22033.28,CURRENT,0,2023-09-26,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10412,SERV-02,160700.48,LATE_30,41,2023-10-31,2026-08-27,,
LN-08270910-10413,SERV-02,125819.77,CURRENT,0,2024-02-25,2026-08-27,,
LN-08270910-10414,SERV-02,84336.79,CLOSED,0,2023-07-17,2026-08-27,,
LN-08270910-10415,SERV-03,40811.51,DEFAULT,251,2023-04-08,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10416,SERV-02,84192.28,CLOSED,0,2024-01-12,2026-08-27,,Servicer note line 416
LN-08270910-10417,SERV-02,146533.02,LATE_60,15,2023-05-15,2026-08-27,,
LN-08270910-10418,SERV-03,2345.55,CLOSED,0,2024.05.10,2026-08-27,,
LN-08270910-10419,SERV-02,39615.79,CURRENT,0,2023-08-16,2026-08-27,,
LN-08270910-10420,SERV-01,132102.73,LATE_30,33,2023-06-23,2026-08-27,,
LN-08270910-10421,SERV-03,59498.73,LATE_60,60,2023-04-07,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10422,SERV-03,66737.54,LATE_90,108,2023-09-17,2026-08-27,AUDIT-FLAG-4,Servicer note line 422
LN-08270910-10423,SERV-02,34708.09,CLOSED,0,2023-03-17,2026-08-27,,
LN-08270910-10424,SERV-01,-104055.53,CLOSED,0,2023-10-16,2026-08-27,,
LN-08270910-10285,SERV-02,42717.86,LATE_90,106,2023-07-30,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10426,SERV-01,120716.54,CLOSED,0,2024-01-16,2026-08-27,,Servicer note line 426
LN-08270910-10427,SERV-02,53056.39,CURRENT,0,2023-12-20,2026-08-27,,Servicer note line 427
LN-08270910-10428,SERV-01,110329.47,CURRENT,0,2024-01-12,2026-08-27,,
LN-08270910-10429,SERV-02,12100.0,LATE_45,0,2023-06-17,2026-08-27,,
LN-08270910-10430,SERV-03,45000.0,CLOSED,0,2023-06-09,2026-08-27,,
LN-08270910-10431,SERV-03,206713.15,LATE_90,97,2023-05-23,2026-08-27,,
LN-08270910-10432,SERV-03,56184.35,LATE_90,119,2024-02-06,2026-08-27,,Servicer note line 432
LN-08270910-10433,SERV-03,37001.46,CLOSED,0,2023-07-13,2026-08-27,,
LN-08270910-10434,SERV-03,50464.16,CURRENT,0,2023-06-26,2026-08-27,,Servicer note line 434
LN-08270910-10435,SERV-01,42550.32,CURRENT,0,2023-10-03,2026-08-27,,
LN-08270910-10436,SERV-03,19178.76,DEFAULT,319,2023-07-31,2026-08-27,,
LN-08270910-10437,SERV-02,39316.6,LATE_60,74,2023-08-19,2026-08-27,,
LN-08270910-10438,SERV-02,17836.19,CURRENT,0,2023-10-30,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10439,SERV-02,21501.57,CURRENT,0,2023-09-07,2026-08-27,,
LN-08270910-10440,SERV-03,45000.0,CLOSED,0,2023-12-06,2026-08-27,,
LN-08270910-10355,SERV-01,84173.25,CLOSED,0,2023-05-04,2026-08-27,,Servicer note line 441
LN-08270910-10442,SERV-03,132713.79,CURRENT,0,2023-04-26,2026-08-27,,
LN-08270910-10443,SERV-03,42612.87,LATE_60,74,2023-10-16,2026-08-27,,
LN-08270910-10444,SERV-01,58111.62,DEFAULT,149,2024-02-17,2026-08-27,,
LN-08270910-10446,SERV-01,39780.23,DEFAULT,320,2024-01-04,2026-08-27,,
LN-08270910-10447,SERV-03,14607.19,LATE_60,81,2023-05-24,2026-08-27,,Servicer note line 447
LN-08270910-10448,SERV-02,216122.78,LATE_30,58,2024-02-04,2026-08-27,,Servicer note line 448
LN-08270910-10449,SERV-02,96349.82,LATE_60,66,2024-01-17,2026-08-27,,
LN-08270910-10450,SERV-01,41892.67,LATE_60,71,2023-04-07,2026-08-27,,
LN-08270910-10451,SERV-02,69703.0,LATE_60,62,2023-12-03,2026-08-27,,
LN-08270910-10452,SERV-01,5787.99,LATE_90,111,2023-09-08,2026-08-27,,
LN-08270910-10453,SERV-02,25330.62,CLOSED,0,2023-11-22,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10454,SERV-03,91137.87,LATE_90,109,2023-09-08,2026-08-27,,
LN-08270910-10455,SERV-02,31561.16,LATE_60,66,2023-08-11,2026-08-27,,
LN-08270910-10456,SERV-01,73499.45,CURRENT,0,2023-06-17,2026-08-27,,
LN-08270910-10457,SERV-03,32775.55,LATE_90,103,2024-13-45,2026-08-27,AUDIT-FLAG-4,Servicer note line 457
LN-08270910-10458,SERV-03,43837.34,CLOSED,0,2023-07-03,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10459,SERV-03,30181.79,LATE_90,95,2023-12-17,2026-08-27,,Servicer note line 459
LN-08270910-10461,SERV-02,10368.14,DEFAULT,0,2023-11-06,2026-08-27,,
LN-08270910-10462,SERV-03,28500.0,CURRENT,0,2023-04-07,2026-08-27,,
LN-08270910-10463,SERV-03,90468.27,CURRENT,0,2023-06-01,2026-08-27,,
LN-08270910-10464,SERV-02,14324.71,CURRENT,0,2023-09-06,2026-08-27,,Servicer note line 464
LN-08270910-10465,SERV-01,27427.66,LATE_90,116,2023-09-11,2026-08-27,,
LN-08270910-10466,SERV-03,41123.06,LATE_90,105,2023-12-28,2026-08-27,,Servicer note line 466
LN-08270910-10466,SERV-03,41223.06,LATE_90,105,2023-12-28,2026-08-27,,Servicer note line 466
LN-08270910-10467,SERV-03,93708.32,DEFAULT,355,2023-07-30,2026-08-27,,
LN-08270910-10468,SERV-02,78116.18,CURRENT,0,2023-11-18,2026-08-27,,
LN-08270910-10469,SERV-01,28500.0,CURRENT,0,2023-11-28,2026-08-27,,
LN-08270910-10470,SERV-01,45000.0,CLOSED,0,2023-03-26,2026-08-27,,
LN-08270910-10471,SERV-02,18893.52,LATE_90,94,2023-11-21,2026-08-27,,
LN-08270910-10371,SERV-03,39970.99,LATE_30,48,2023-07-14,2026-08-27,,
LN-08270910-10473,SERV-02,45000.0,CLOSED,0,2023-04-17,2026-08-27,,
LN-08270910-10474,SERV-03,52746.96,CLOSED,0,2024-01-15,2026-08-27,,
LN-08270910-10475,SERV-02,71904.61,DEFAULT,267,2023-04-14,2026-08-27,,Servicer note line 475
LN-08270910-10476,SERV-01,92965.18,LATE_60,0,2024-02-27,2026-08-27,,
LN-08270910-10477,SERV-02,111397.18,CURRENT,0,2023-08-18,2026-08-27,,
LN-08270910-10478,SERV-03,188315.69,LATE_60,72,2023-10-02,2026-08-27,,
LN-08270910-10479,SERV-03,77157.2,LATE_60,72,2023-06-06,2026-08-27,,
LN-08270910-10480,SERV-03,54356.69,LATE_30,52,2023-10-21,2026-08-27,,
LN-08270910-10481,SERV-03,12100.0,LATE_45,115,2023-10-09,2026-08-27,,
LN-08270910-10482,SERV-03,92636.92,DEFAULT,317,2023-09-03,2026-08-27,,Servicer note line 482
LN-08270910-10483,SERV-01,28500.0,LATE_90,90,2023-11-04,2026-08-27,,
LN-08270910-10484,SERV-03,43125.06,LATE_30,31,2024-02-01,2026-08-27,,
LN-08270910-10485,SERV-03,14670.7,CURRENT,0,2023-11-15,2026-08-27,,
LN-08270910-10486,SERV-02,60225.16,CLOSED,0,2023-08-02,2026-08-27,,Servicer note line 486
LN-08270910-10487,SERV-01,12100.0,LATE_45,44,2023-06-25,2026-08-27,,
LN-08270910-10488,SERV-03,148565.36,CURRENT,0,2023-09-16,2026-08-27,,
LN-08270910-10489,SERV-03,21144.9,DEFAULT,208,2023-12-17,2026-08-27,,
LN-08270910-10490,SERV-01,71561.2,LATE_30,35,2023-05-22,2026-08-27,,
LN-08270910-10491,SERV-03,118333.38,DEFAULT,276,2023-03-08,2026-08-27,,
LN-08270910-10492,SERV-01,128125.11,LATE_90,106,2024-01-08,2026-08-27,,
LN-08270910-10493,SERV-01,121869.8,LATE_30,59,2023-04-16,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10494,SERV-02,6775.91,LATE_30,46,2023-05-28,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10495,SERV-02,188545.48,LATE_60,62,2023-11-30,2026-08-27,,
LN-08270910-10496,SERV-01,88558.28,LATE_90,114,2023-08-01,2026-08-27,,
LN-08270910-10497,SERV-03,46777.62,CLOSED,0,2023-12-15,2026-08-27,,
LN-08270910-10498,SERV-02,41544.76,LATE_30,41,2023-03-23,2026-08-27,,
LN-08270910-10499,SERV-03,125205.49,CLOSED,0,2023-09-22,2026-08-27,,Servicer note line 499
LN-08270910-10500,SERV-02,17611.63,LATE_60,80,2023-07-25,2026-08-27,,Servicer note line 500
LN-08270910-10501,SERV-03,21776.63,DEFAULT,206,2023-12-11,2026-08-27,,
LN-08270910-10502,SERV-02,108005.06,CLOSED,0,2023-07-13,2026-08-27,,
LN-08270910-10504,SERV-02,60438.14,DEFAULT,243,2023-11-17,2026-08-27,,
LN-08270910-10505,SERV-01,36177.59,DEFAULT,325,2023-06-21,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10506,SERV-01,45985.94,LATE_60,63,2023-08-09,2026-08-27,,
LN-08270910-10507,SERV-01,85086.41,CLOSED,0,2024-01-01,2026-08-27,,
LN-08270910-10508,SERV-01,46409.28,CURRENT,0,2024-01-16,2026-08-27,,Servicer note line 508
LN-08270910-10509,SERV-03,50351.71,CLOSED,0,2024-01-04,2026-08-27,,
LN-08270910-10509,SERV-03,50451.71,CLOSED,0,2024-01-04,2026-08-27,,
LN-08270910-10510,SERV-01,37998.73,CURRENT,0,2023-05-04,2026-08-27,,
LN-08270910-10511,SERV-01,182466.73,LATE_90,116,2024-01-15,2026-08-27,,
LN-08270910-10512,SERV-02,66462.92,CLOSED,0,2023-03-31,2026-08-27,,
LN-08270910-10513,SERV-01,10527.56,CURRENT,0,2023-05-25,2026-08-27,,
LN-08270910-10514,SERV-03,79394.7,CURRENT,0,2024-02-24,2026-08-27,,
LN-08270910-10515,SERV-02,84623.53,LATE_30,57,2023-10-02,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10516,SERV-02,12100.0,LATE_45,93,2023-04-24,2026-08-27,,Servicer note line 516
LN-08270910-10517,SERV-01,31199.67,CURRENT,0,2023-06-06,2026-08-27,,
LN-08270910-10518,SERV-03,95430.5,LATE_30,40,2023-07-20,2026-08-27,,Servicer note line 518
LN-08270910-10519,SERV-03,128267.49,CLOSED,0,2023-07-09,2026-08-27,,
LN-08270910-10520,SERV-01,28500.0,CLOSED,0,2023-04-02,2026-08-27,,Servicer note line 520
LN-08270910-10521,SERV-03,33262.63,DEFAULT,0,2023-04-12,2026-08-27,,
LN-08270910-10522,SERV-02,207278.58,LATE_30,41,2023-07-26,2026-08-27,,
LN-08270910-10523,SERV-01,152582.31,LATE_30,52,2023-09-11,2026-08-27,,
LN-08270910-10524,SERV-01,43805.28,CLOSED,0,2023-12-20,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10525,SERV-03,92048.6,DEFAULT,199,2023-11-14,2026-08-27,,
LN-08270910-10526,SERV-02,57878.59,CLOSED,0,2023-07-24,2026-08-27,,
LN-08270910-10527,SERV-02,21591.41,LATE_60,87,2024-02-04,2026-08-27,,
LN-08270910-10528,SERV-02,145379.23,DEFAULT,232,2024-02-13,2026-08-27,,
LN-08270910-10529,SERV-01,59336.28,LATE_90,100,2023-06-27,2026-08-27,,
LN-08270910-10530,SERV-01,13288.14,CLOSED,0,2023-05-20,2026-08-27,,
LN-08270910-10531,SERV-02,89649.98,LATE_30,39,2023-06-06,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10532,SERV-02,49455.47,LATE_60,88,2023-07-22,2026-08-27,,Servicer note line 532
LN-08270910-10533,SERV-01,11189.64,CLOSED,0,2023-11-21,2026-08-27,,
LN-08270910-10534,SERV-01,105033.54,CURRENT,0,2023-08-03,2026-08-27,,
LN-08270910-10535,SERV-03,27988.29,LATE_60,71,2023-08-11,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10536,SERV-01,38421.1,CURRENT,0,2023-04-14,2026-08-27,,
LN-08270910-10537,SERV-03,28500.0,CLOSED,0,2023-11-12,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10538,SERV-01,162904.59,DEFAULT,266,2023-07-17,2026-08-27,,
LN-08270910-10539,SERV-03,73131.73,LATE_90,106,2024-02-03,2026-08-27,,
LN-08270910-10540,SERV-01,78695.81,DEFAULT,348,2023-11-11,2026-08-27,,
LN-08270910-10541,SERV-01,11377.28,CURRENT,0,2023-10-07,2026-08-27,,
LN-08270910-10542,SERV-02,45146.08,DEFAULT,229,2024-02-26,2026-08-27,,
LN-08270910-10543,SERV-03,78178.91,LATE_60,61,2023-11-27,2026-08-27,,
LN-08270910-10544,SERV-01,12100.0,LATE_45,0,2023-03-24,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10545,SERV-02,163819.54,LATE_30,52,2023-06-25,2026-08-27,,
LN-08270910-10546,SERV-01,194824.55,LATE_90,101,2023-09-25,2026-08-27,,
LN-08270910-10547,SERV-03,47013.24,CLOSED,0,2023-04-14,2026-08-27,,
LN-08270910-10548,SERV-03,151366.14,LATE_60,87,2023-10-01,2026-08-27,,Servicer note line 548
LN-08270910-10549,SERV-01,34757.94,LATE_60,81,2023-03-14,2026-08-27,,
LN-08270910-10550,SERV-03,89497.96,LATE_30,51,2023-09-07,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10551,SERV-03,51077.13,CURRENT,0,2023-09-09,2026-08-27,,Servicer note line 551
LN-08270910-10552,SERV-01,108750.23,CLOSED,0,2024-02-05,2026-08-27,,
LN-08270910-10553,SERV-01,88016.43,LATE_90,109,2023-06-17,2026-08-27,,Servicer note line 553
LN-08270910-10554,SERV-02,40123.39,CLOSED,0,2023-05-25,2026-08-27,,
LN-ORPHAN-999,SERV-01,130505.06,LATE_90,102,2024-01-27,2026-08-27,,Servicer note line 555
LN-08270910-10556,SERV-03,80093.39,LATE_60,86,2024-01-31,2026-08-27,,
LN-08270910-10557,SERV-02,47241.45,DEFAULT,246,2023-11-07,2026-08-27,,Servicer note line 557
LN-08270910-10558,SERV-03,46440.21,CURRENT,0,2023-06-12,2026-08-27,,
LN-08270910-10559,SERV-02,53140.32,CLOSED,0,2023-12-24,2026-08-27,,
LN-08270910-10560,SERV-01,18105.16,DEFAULT,355,2023-05-12,2026-08-27,,
LN-08270910-10561,SERV-01,8298.68,LATE_30,55,2023-12-03,2026-08-27,,
LN-08270910-10562,SERV-02,145941.73,LATE_60,82,2023-11-03,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10563,SERV-01,95159.04,LATE_30,42,2023-05-25,2026-08-27,AUDIT-FLAG-5,
