loan_id,promissory_note_present,id_proof_present,income_verification_present,document_verification_status,uploaded_at,legacy_servicer_code,ocr_confidence_score
LN-08270910-10350,FALSE,TRUE,FALSE,PENDING,2023-06-08,,
LN-08270910-10351,TRUE,TRUE,,PENDING,2023-07-30,,
LN-08270910-10352,TRUE,TRUE,TRUE,VERIFIED,2023-04-18,,
LN-08270910-10353,FALSE,FALSE,FALSE,PENDING,2023-11-28,,0.81
LN-08270910-10354,TRUE,FALSE,,PENDING,2023-05-19,,0.72
LN-08270910-10355,,FALSE,TRUE,PENDING,2023-08-21,LEGACY-CODE-1605,
LN-08270910-10356,FALSE,,TRUE,PENDING,2023-02-21,,
LN-08270910-10357,,TRUE,TRUE,PENDING,2023-06-27,,0.64
LN-08270910-10358,TRUE,TRUE,TRUE,VERIFIED,2023-11-01,,
LN-08270910-10359,,,,PENDING,2023-02-24,,
LN-08270910-10361,TRUE,TRUE,TRUE,VERIFIED,2023-01-02,,
LN-08270910-10362,,,FALSE,PENDING,2023-09-04,,
LN-08270910-10363,FALSE,TRUE,FALSE,PENDING,2023-04-05,,
LN-08270910-10364,TRUE,TRUE,TRUE,VERIFIED,2023-01-21,,
LN-08270910-10365,FALSE,FALSE,TRUE,PENDING,2023-05-21,,
LN-08270910-10366,FALSE,,,PENDING,2023-11-07,LEGACY-CODE-6591,
LN-08270910-10367,,FALSE,,PENDING,2023-04-24,,
LN-08270910-10368,TRUE,FALSE,FALSE,PENDING,2023-12-21,,
LN-08270910-10369,,FALSE,,PENDING,2023-01-07,,0.84
LN-08270910-10370,,FALSE,FALSE,PENDING,2023-07-11,,
LN-08270910-10371,,TRUE,FALSE,PENDING,2023-03-08,,0.79
LN-08270910-10372,,FALSE,FALSE,PENDING,2023-05-12,LEGACY-CODE-1492,
LN-08270910-10373,FALSE,FALSE,FALSE,MISSING,2023-11-13,,
LN-08270910-10374,FALSE,,FALSE,PENDING,2023-12-28,,
LN-08270910-10375,FALSE,TRUE,TRUE,PENDING,2023-03-29,,
LN-08270910-10376,,TRUE,TRUE,PENDING,2023-06-17,,
LN-08270910-10377,TRUE,TRUE,TRUE,VERIFIED,2023-01-26,,
LN-08270910-10378,FALSE,TRUE,TRUE,PENDING,2023-10-31,,
LN-08270910-10379,,FALSE,FALSE,PENDING,2023-08-03,,0.97
LN-08270910-10380,TRUE,TRUE,TRUE,PENDING,2023-09-01,,
LN-08270910-10381,,TRUE,FALSE,PENDING,2023-08-15,LEGACY-CODE-8732,
LN-08270910-10382,FALSE,FALSE,,PENDING,2023-03-14,,
LN-08270910-10383,,FALSE,,PENDING,2023-11-10,,
LN-08270910-10384,TRUE,FALSE,,PENDING,2023-02-07,,
LN-08270910-10385,,TRUE,FALSE,PENDING,2023-01-04,LEGACY-CODE-5278,
LN-08270910-10386,TRUE,,,PENDING,05-10-2024,LEGACY-CODE-1523,
LN-08270910-10387,FALSE,FALSE,,PENDING,2023-07-31,,
LN-08270910-10388,,TRUE,FALSE,PENDING,2023-07-14,,0.58
LN-08270910-10389,TRUE,,FALSE,PENDING,2023-12-05,LEGACY-CODE-5081,
LN-08270910-10390,,FALSE,TRUE,PENDING,2023-03-31,,
LN-08270910-10391,,TRUE,TRUE,PENDING,2023-09-09,,
LN-08270910-10392,,,TRUE,PENDING,2023-10-02,,
LN-08270910-10393,,TRUE,TRUE,PENDING,2023-05-03,,
LN-08270910-10394,,,TRUE,PENDING,2023-11-18,LEGACY-CODE-1296,0.67
LN-08270910-10395,,TRUE,TRUE,PENDING,2023-02-11,,
LN-08270910-10396,TRUE,FALSE,,PENDING,2023-01-04,LEGACY-CODE-4997,
LN-08270910-10397,TRUE,TRUE,FALSE,PENDING,2023-07-25,,
LN-08270910-10398,,TRUE,TRUE,PENDING,2023-11-28,,
LN-08270910-10399,,FALSE,,PENDING,2023-12-15,,0.92
LN-08270910-10400,TRUE,TRUE,TRUE,VERIFIED,2023-01-21,,
LN-08270910-10401,,TRUE,TRUE,PENDING,2023-08-15,,
LN-08270910-10402,TRUE,FALSE,,PENDING,2023-09-06,,
LN-08270910-10403,TRUE,TRUE,TRUE,VERIFIED,2023-04-21,,
LN-08270910-10404,,TRUE,FALSE,PENDING,2023-11-13,,0.69
LN-08270910-10405,FALSE,,TRUE,PENDING,2023-04-05,LEGACY-CODE-8258,
LN-08270910-10406,FALSE,,TRUE,PENDING,2023-05-23,,0.71
LN-08270910-10407,,,TRUE,PENDING,2023-08-31,,
LN-08270910-10408,TRUE,TRUE,TRUE,VERIFIED,2023-05-22,,0.59
LN-08270910-10409,TRUE,,FALSE,PENDING,2023-09-17,,
LN-08270910-10410,TRUE,,FALSE,PENDING,2023-04-23,,
LN-08270910-10411,TRUE,TRUE,TRUE,VERIFIED,2023-07-28,,
LN-08270910-10412,FALSE,FALSE,TRUE,PENDING,2023-09-01,,
LN-08270910-10413,TRUE,TRUE,TRUE,VERIFIED,2023-12-27,,0.63
LN-08270910-10414,,,,PENDING,2023-05-18,,0.61
LN-08270910-10415,TRUE,TRUE,FALSE,PENDING,2024-05-10,,
LN-08270910-10416,FALSE,,TRUE,PENDING,2023-05-15,,
LN-08270910-10417,,,FALSE,PENDING,2023-03-16,LEGACY-CODE-2511,0.8
LN-08270910-10418,FALSE,FALSE,TRUE,PENDING,2024.05.10,LEGACY-CODE-2546,
LN-08270910-10419,TRUE,TRUE,TRUE,VERIFIED,2023-06-17,,0.87
LN-08270910-10420,,FALSE,TRUE,PENDING,2023-04-24,,
LN-08270910-10421,,FALSE,FALSE,PENDING,2023-02-06,,
LN-08270910-10422,TRUE,FALSE,TRUE,PENDING,2023-07-19,,
LN-08270910-10423,FALSE,TRUE,TRUE,PENDING,2023-01-16,LEGACY-CODE-9896,0.64
LN-08270910-10424,,TRUE,TRUE,PENDING,2023-08-17,LEGACY-CODE-7190,
LN-08270910-10285,FALSE,TRUE,,PENDING,2023-05-31,,
LN-08270910-10426,TRUE,TRUE,,PENDING,2023-11-17,LEGACY-CODE-1449,
LN-08270910-10426,TRUE,TRUE,,INCOMPLETE,2023-11-17,LEGACY-CODE-1449,
LN-08270910-10427,TRUE,TRUE,TRUE,VERIFIED,2023-10-21,,
LN-08270910-10428,TRUE,TRUE,TRUE,VERIFIED,2023-11-13,,
LN-08270910-10429,TRUE,TRUE,TRUE,VERIFIED,2023-04-18,LEGACY-CODE-7011,
LN-08270910-10430,TRUE,TRUE,TRUE,VERIFIED,2023-04-10,,
LN-08270910-10431,,TRUE,TRUE,PENDING,2023-03-24,LEGACY-CODE-5312,
LN-08270910-10432,TRUE,FALSE,,PENDING,2023-12-08,,0.72
LN-08270910-10433,FALSE,FALSE,FALSE,PENDING,2023-05-14,,0.91
LN-08270910-10434,TRUE,TRUE,TRUE,VERIFIED,2023-04-27,LEGACY-CODE-2134,
LN-08270910-10435,FALSE,FALSE,FALSE,MISSING,2023-08-04,LEGACY-CODE-8030,
LN-08270910-10436,FALSE,TRUE,,PENDING,2023-06-01,,
LN-08270910-10437,FALSE,TRUE,,PENDING,2023-06-20,,
LN-08270910-10438,TRUE,TRUE,TRUE,VERIFIED,2023-08-31,,
LN-08270910-10439,TRUE,TRUE,TRUE,VERIFIED,2023-07-09,LEGACY-CODE-2605,0.73
LN-08270910-10440,FALSE,TRUE,FALSE,PENDING,2023-10-07,,
LN-08270910-10355,,FALSE,,PENDING,2023-03-05,,
LN-08270910-10442,TRUE,TRUE,TRUE,VERIFIED,2023-02-25,,
LN-08270910-10443,,TRUE,,PENDING,2023-08-17,,0.79
LN-08270910-10444,,FALSE,FALSE,PENDING,2023-12-19,,
LN-08270910-10446,TRUE,,,PENDING,2023-11-05,LEGACY-CODE-8375,0.78
LN-08270910-10447,TRUE,TRUE,FALSE,PENDING,2023-03-25,,
LN-08270910-10448,TRUE,,TRUE,PENDING,2023-12-06,,
LN-08270910-10449,,FALSE,FALSE,PENDING,2023-11-18,LEGACY-CODE-1083,
LN-08270910-10450,,TRUE,FALSE,PENDING,2023-02-06,,
LN-08270910-10451,,,,PENDING,2023-10-04,LEGACY-CODE-9635,
LN-08270910-10452,FALSE,FALSE,FALSE,MISSING,2023-07-10,,
LN-08270910-10453,FALSE,,,PENDING,2023-09-23,,
LN-08270910-10454,FALSE,TRUE,,PENDING,2023-07-10,,
LN-08270910-10455,TRUE,,FALSE,PENDING,2023-06-12,,
LN-08270910-10456,TRUE,TRUE,TRUE,VERIFIED,2023-04-18,,0.95
LN-08270910-10457,TRUE,,FALSE,PENDING,2024-13-45,,
LN-08270910-10458,TRUE,TRUE,,PENDING,2023-05-04,,
LN-08270910-10459,TRUE,FALSE,FALSE,PENDING,2023-10-18,,
LN-08270910-10461,TRUE,TRUE,TRUE,VERIFIED,2023-09-07,LEGACY-CODE-3201,0.89
LN-08270910-10462,TRUE,TRUE,TRUE,VERIFIED,2023-02-06,,
LN-08270910-10463,TRUE,TRUE,TRUE,VERIFIED,2023-04-02,LEGACY-CODE-3722,
LN-08270910-10464,TRUE,TRUE,TRUE,VERIFIED,2023-07-08,,0.5
LN-08270910-10465,,TRUE,FALSE,PENDING,2023-07-13,LEGACY-CODE-1989,
LN-08270910-10466,FALSE,FALSE,,PENDING,2023-10-29,,
LN-08270910-10467,,,TRUE,PENDING,2023-05-31,,
LN-08270910-10468,TRUE,TRUE,TRUE,VERIFIED,2023-09-19,LEGACY-CODE-6051,
LN-08270910-10469,TRUE,TRUE,TRUE,VERIFIED,2023-09-29,,0.61
LN-08270910-10470,,TRUE,TRUE,PENDING,2023-01-25,,
LN-08270910-10471,,,TRUE,PENDING,2023-09-22,,0.69
LN-08270910-10371,,TRUE,TRUE,PENDING,2023-05-15,LEGACY-CODE-8639,0.83
LN-08270910-10473,TRUE,TRUE,TRUE,VERIFIED,2023-02-16,,
LN-08270910-10474,FALSE,TRUE,FALSE,PENDING,2023-11-16,,
LN-08270910-10475,TRUE,TRUE,TRUE,PENDING,2023-02-13,,
LN-08270910-10476,FALSE,,FALSE,PENDING,2023-12-29,,
LN-08270910-10477,TRUE,TRUE,TRUE,VERIFIED,2023-06-19,,
LN-08270910-10478,,,,PENDING,2023-08-03,LEGACY-CODE-1965,
LN-08270910-10479,FALSE,TRUE,TRUE,PENDING,2023-04-07,,
LN-08270910-10480,FALSE,FALSE,FALSE,NULL,2023-08-22,,
LN-08270910-10481,FALSE,,TRUE,PENDING,2023-08-10,,
LN-08270910-10482,,TRUE,FALSE,PENDING,2023-07-05,,
LN-08270910-10483,FALSE,,FALSE,PENDING,2023-09-05,LEGACY-CODE-6716,
LN-08270910-10484,TRUE,FALSE,TRUE,PENDING,2023-12-03,,
LN-08270910-10485,TRUE,TRUE,TRUE,VERIFIED,2023-09-16,,
LN-08270910-10485,TRUE,TRUE,TRUE,INCOMPLETE,2023-09-16,,
LN-08270910-10486,TRUE,,TRUE,PENDING,2023-06-03,LEGACY-CODE-8406,
LN-08270910-10487,FALSE,,,PENDING,2023-04-26,LEGACY-CODE-9974,
LN-08270910-10488,TRUE,TRUE,TRUE,VERIFIED,2023-07-18,,
LN-08270910-10489,,TRUE,TRUE,PENDING,2023-10-18,LEGACY-CODE-7901,0.88
LN-08270910-10490,,FALSE,,PENDING,2023-03-23,,0.95
LN-08270910-10491,TRUE,FALSE,FALSE,PENDING,2023-01-07,,
LN-08270910-10492,,,,PENDING,2023-11-09,,
LN-08270910-10493,FALSE,TRUE,FALSE,PENDING,2023-02-15,,
LN-08270910-10494,,TRUE,FALSE,PENDING,2023-03-29,,0.51
LN-08270910-10495,TRUE,TRUE,,PENDING,2023-10-01,,
LN-08270910-10496,FALSE,FALSE,FALSE,MISSING,2023-06-02,,0.68
LN-08270910-10496,FALSE,FALSE,FALSE,INCOMPLETE,2023-06-02,,0.68
LN-08270910-10497,,,TRUE,PENDING,2023-10-16,,0.88
LN-08270910-10498,FALSE,FALSE,FALSE,PENDING,2023-01-22,,
LN-08270910-10499,FALSE,TRUE,FALSE,PENDING,2023-07-24,,
LN-08270910-10500,,TRUE,TRUE,PENDING,2023-05-26,,0.73
LN-08270910-10501,,TRUE,TRUE,PENDING,2023-10-12,,
LN-08270910-10502,,,FALSE,PENDING,2023-05-14,,
LN-08270910-10504,FALSE,FALSE,TRUE,PENDING,2023-09-18,LEGACY-CODE-6116,
LN-08270910-10505,TRUE,TRUE,FALSE,PENDING,2023-04-22,,0.95
LN-08270910-10506,FALSE,FALSE,FALSE,PENDING,2023-06-10,,0.72
LN-08270910-10507,TRUE,,,PENDING,2023-11-02,LEGACY-CODE-4579,
LN-08270910-10508,TRUE,TRUE,TRUE,VERIFIED,2023-11-17,,0.67
LN-08270910-10509,FALSE,FALSE,FALSE,PENDING,2023-11-05,,
LN-08270910-10510,TRUE,TRUE,TRUE,VERIFIED,2023-03-05,,
LN-08270910-10511,,TRUE,,PENDING,2023-11-16,LEGACY-CODE-2830,
LN-08270910-10512,FALSE,FALSE,FALSE,PENDING,2023-01-30,,
LN-08270910-10513,TRUE,TRUE,TRUE,VERIFIED,2023-03-26,LEGACY-CODE-8217,
LN-08270910-10514,TRUE,TRUE,TRUE,VERIFIED,2023-12-26,,
LN-08270910-10515,TRUE,,TRUE,PENDING,2023-08-03,,0.93
LN-08270910-10516,,TRUE,,PENDING,2023-02-23,,
LN-08270910-10517,TRUE,TRUE,TRUE,VERIFIED,2023-04-07,,
LN-08270910-10518,FALSE,FALSE,,PENDING,2023-05-21,,
LN-08270910-10519,FALSE,,TRUE,PENDING,2023-05-10,LEGACY-CODE-4864,
LN-08270910-10520,TRUE,TRUE,TRUE,PENDING,2023-02-01,,
LN-08270910-10521,,,TRUE,PENDING,2023-02-11,,
LN-08270910-10522,TRUE,FALSE,,PENDING,2023-05-27,,
LN-08270910-10523,,TRUE,FALSE,PENDING,2023-07-13,,
LN-08270910-10524,,FALSE,TRUE,PENDING,2024-05-10,,
LN-08270910-10525,,FALSE,FALSE,PENDING,2023-09-15,,
LN-08270910-10526,TRUE,,,PENDING,2023-06-27,,
LN-08270910-10527,FALSE,FALSE,FALSE,NULL,2023-12-06,LEGACY-CODE-5242,
LN-08270910-10528,TRUE,,TRUE,PENDING,2023-12-15,LEGACY-CODE-5964,0.9
LN-08270910-10529,,TRUE,,PENDING,2023-04-28,LEGACY-CODE-4976,
LN-08270910-10530,FALSE,,,PENDING,2023-03-21,,
LN-08270910-10531,,TRUE,FALSE,PENDING,2023-04-07,,
LN-08270910-10532,TRUE,,FALSE,PENDING,2023-05-23,,
LN-08270910-10533,,FALSE,,PENDING,2023-09-22,,
LN-08270910-10534,TRUE,TRUE,TRUE,VERIFIED,2023-06-04,,
LN-08270910-10535,,TRUE,FALSE,PENDING,2023-06-12,,
LN-08270910-10536,TRUE,TRUE,TRUE,VERIFIED,2023-02-13,,
LN-08270910-10537,FALSE,TRUE,FALSE,PENDING,2023-09-13,,
LN-08270910-10538,,FALSE,TRUE,PENDING,2023-05-18,,
LN-08270910-10539,,FALSE,,PENDING,2023-12-05,,
LN-08270910-10540,,,,PENDING,2023-09-12,,
LN-08270910-10541,TRUE,TRUE,TRUE,VERIFIED,2023-08-08,LEGACY-CODE-1574,0.98
LN-08270910-10542,FALSE,FALSE,FALSE,NULL,2023-12-28,,
LN-08270910-10543,TRUE,,FALSE,PENDING,2023-09-28,,
LN-08270910-10544,TRUE,TRUE,TRUE,VERIFIED,2023-01-23,,
LN-08270910-10545,,TRUE,TRUE,PENDING,2023-04-26,,
LN-08270910-10546,TRUE,,,PENDING,2023-07-27,,
LN-08270910-10547,TRUE,TRUE,,PENDING,2023-02-13,LEGACY-CODE-4373,
LN-08270910-10548,TRUE,TRUE,TRUE,PENDING,2023-08-02,LEGACY-CODE-4164,
LN-08270910-10549,TRUE,TRUE,TRUE,PENDING,2023-01-13,LEGACY-CODE-3328,
LN-08270910-10550,FALSE,FALSE,,PENDING,2023-07-09,,
LN-08270910-10551,TRUE,TRUE,TRUE,VERIFIED,2023-07-11,,
LN-08270910-10552,,,FALSE,PENDING,2023-12-07,,
LN-08270910-10553,TRUE,FALSE,FALSE,PENDING,2023-04-18,,
LN-08270910-10554,FALSE,TRUE,FALSE,PENDING,2023-03-26,,
LN-08270910-10556,TRUE,,FALSE,PENDING,2023-12-02,,0.62
LN-08270910-10557,FALSE,FALSE,TRUE,PENDING,2023-09-08,,
LN-08270910-10558,TRUE,TRUE,TRUE,VERIFIED,2023-04-13,LEGACY-CODE-9065,
LN-08270910-10559,FALSE,FALSE,TRUE,PENDING,2023-10-25,,0.88
LN-08270910-10560,,FALSE,,PENDING,2023-03-13,,
LN-08270910-10561,TRUE,TRUE,TRUE,PENDING,2023-10-04,,
LN-08270910-10562,FALSE,,TRUE,PENDING,2023-09-04,,
LN-08270910-10563,,FALSE,TRUE,PENDING,2023-03-26,,
LN-08270910-10564,TRUE,FALSE,,PENDING,2023-05-10,,
LN-08270910-10565,,TRUE,,PENDING,2023-02-05,,0.59
LN-08270910-10566,TRUE,,,PENDING,2023-04-28,LEGACY-CODE-2375,
LN-08270910-10567,FALSE,TRUE,FALSE,PENDING,2024-05-10,,0.55
LN-08270910-10568,,TRUE,,PENDING,2023-03-30,LEGACY-CODE-2511,
LN-08270910-10568,,TRUE,,INCOMPLETE,2023-03-30,LEGACY-CODE-2511,
LN-08270910-10569,TRUE,,TRUE,PENDING,2023-10-29,,
LN-08270910-10570,TRUE,FALSE,,PENDING,2023-10-06,,
LN-08270910-10571,,FALSE,TRUE,PENDING,2023-07-02,,
LN-08270910-10572,,,,PENDING,2023-12-20,,
LN-08270910-10573,,,TRUE,PENDING,2023-05-12,,0.72
LN-08270910-10574,,TRUE,FALSE,PENDING,2023-02-21,,
LN-08270910-10575,,FALSE,FALSE,PENDING,2023-10-04,,
LN-08270910-10576,TRUE,TRUE,TRUE,VERIFIED,2023-10-23,LEGACY-CODE-1799,
LN-08270910-10577,TRUE,FALSE,TRUE,PENDING,2023-09-15,,
LN-08270910-10578,TRUE,FALSE,,PENDING,2023-11-23,LEGACY-CODE-4151,
LN-08270910-10579,,FALSE,FALSE,PENDING,2023-11-11,,
LN-08270910-10580,TRUE,,FALSE,PENDING,2023-09-22,,
LN-08270910-10581,FALSE,,TRUE,PENDING,2023-04-17,LEGACY-CODE-3725,
LN-08270910-10350,FALSE,,,PENDING,2023-01-24,,
LN-08270910-10583,FALSE,TRUE,FALSE,PENDING,2023-07-21,,
LN-08270910-10584,FALSE,FALSE,TRUE,PENDING,2023-06-18,LEGACY-CODE-6275,
LN-08270910-10585,TRUE,FALSE,TRUE,PENDING,2023-08-03,,
LN-08270910-10586,,,FALSE,PENDING,2023-06-14,,
LN-08270910-10587,TRUE,TRUE,,PENDING,2023-05-04,LEGACY-CODE-1810,
LN-08270910-10588,TRUE,TRUE,FALSE,PENDING,2023-07-14,,
LN-08270910-10589,TRUE,TRUE,TRUE,VERIFIED,2023-08-03,,
LN-08270910-10590,TRUE,,,PENDING,2023-02-17,,
LN-08270910-10591,TRUE,,TRUE,PENDING,2023-02-02,,
LN-08270910-10592,FALSE,TRUE,,PENDING,2024-05-10,,
LN-08270910-10593,FALSE,FALSE,,PENDING,2023-05-12,,
LN-08270910-10594,FALSE,,,PENDING,2023-05-30,,
LN-08270910-10595,TRUE,,TRUE,PENDING,2023-09-29,,
LN-08270910-10596,,TRUE,,PENDING,2023-07-15,,
LN-08270910-10597,TRUE,TRUE,TRUE,VERIFIED,2023-10-30,,
LN-08270910-10598,TRUE,TRUE,TRUE,PENDING,INVALID_DATE,,
LN-08270910-10599,,,TRUE,PENDING,2023-06-24,,
LN-08270910-10600,,FALSE,TRUE,PENDING,2023-10-28,,0.92
LN-08270910-10601,,TRUE,TRUE,PENDING,2023-01-21,,0.91
LN-08270910-10602,TRUE,TRUE,TRUE,VERIFIED,2023-08-12,,0.63
LN-08270910-10603,TRUE,FALSE,,PENDING,2023-02-07,,
LN-08270910-10604,TRUE,TRUE,TRUE,VERIFIED,2023-06-20,,
LN-08270910-10605,,TRUE,TRUE,PENDING,2023-01-24,,
LN-08270910-10606,TRUE,TRUE,TRUE,VERIFIED,2023-04-02,,0.53
LN-08270910-10607,,FALSE,,PENDING,2023-10-11,LEGACY-CODE-8096,0.77
LN-08270910-10608,,TRUE,,PENDING,2023-07-25,,
LN-08270910-10609,,TRUE,TRUE,PENDING,2023-09-24,,
LN-08270910-10610,TRUE,,TRUE,PENDING,2023-02-20,,0.61
LN-08270910-10611,,,,PENDING,2023-12-27,,
LN-08270910-10612,TRUE,TRUE,TRUE,VERIFIED,2023-02-12,LEGACY-CODE-6285,0.89
LN-08270910-10613,,TRUE,,PENDING,2023-03-22,LEGACY-CODE-2585,
LN-08270910-10615,FALSE,FALSE,,PENDING,2023-08-01,LEGACY-CODE-7559,0.82
LN-08270910-10616,TRUE,TRUE,TRUE,VERIFIED,2023-10-17,,0.96
LN-08270910-10617,,FALSE,TRUE,PENDING,2023-05-18,,
LN-08270910-10618,TRUE,TRUE,,PENDING,2023-09-12,,
LN-08270910-10619,FALSE,FALSE,FALSE,MISSING,2023-10-19,,
LN-08270910-10620,FALSE,TRUE,TRUE,PENDING,2023-04-01,LEGACY-CODE-8891,
LN-08270910-10620,FALSE,TRUE,TRUE,INCOMPLETE,2023-04-01,LEGACY-CODE-8891,
LN-08270910-10621,TRUE,TRUE,,PENDING,2023-06-08,LEGACY-CODE-8340,
LN-08270910-10622,FALSE,,,PENDING,2023-04-11,,
LN-08270910-10623,TRUE,,FALSE,PENDING,2023-03-30,,
LN-08270910-10624,TRUE,TRUE,TRUE,VERIFIED,2023-02-04,LEGACY-CODE-2845,
LN-08270910-10625,TRUE,TRUE,TRUE,VERIFIED,2023-07-19,,
LN-08270910-10626,,,TRUE,PENDING,2023-07-18,,
LN-08270910-10627,FALSE,TRUE,FALSE,PENDING,2023-12-14,,
LN-08270910-10628,FALSE,,TRUE,PENDING,2023-02-11,,0.76
LN-08270910-10629,,FALSE,FALSE,PENDING,2023-08-02,LEGACY-CODE-3601,
LN-08270910-10630,TRUE,,,PENDING,2023-03-01,,
LN-08270910-10631,,TRUE,,PENDING,2023-06-23,,
LN-08270910-10632,,FALSE,,PENDING,2023-02-26,,0.61
LN-08270910-10633,FALSE,TRUE,,PENDING,2023-05-20,,
LN-08270910-10634,TRUE,TRUE,TRUE,VERIFIED,2023-07-30,,0.74
LN-08270910-10635,FALSE,,FALSE,PENDING,2023-07-18,,0.7
LN-08270910-10636,TRUE,FALSE,FALSE,PENDING,2023-06-02,,
LN-08270910-10637,FALSE,,TRUE,PENDING,2023-08-10,,
LN-08270910-10638,TRUE,,,PENDING,2023-08-02,,
LN-08270910-10639,TRUE,,FALSE,PENDING,2023-03-24,,
LN-08270910-10640,,TRUE,,PENDING,2023-05-13,,
LN-08270910-10641,TRUE,TRUE,TRUE,VERIFIED,2023-05-05,LEGACY-CODE-7172,
LN-08270910-10642,,FALSE,TRUE,PENDING,2023-10-19,,
LN-08270910-10643,TRUE,TRUE,TRUE,VERIFIED,2023-12-28,,
LN-08270910-10644,FALSE,FALSE,TRUE,PENDING,2023-04-28,,
LN-08270910-10645,FALSE,TRUE,FALSE,PENDING,2023-12-07,,
LN-08270910-10646,TRUE,FALSE,FALSE,PENDING,2023-02-09,,
LN-08270910-10647,,FALSE,FALSE,PENDING,2023-10-10,,
LN-08270910-10648,FALSE,FALSE,FALSE,PENDING,2023-01-26,,0.92
LN-08270910-10649,,FALSE,FALSE,PENDING,2023-10-06,,
LN-08270910-10650,,FALSE,FALSE,PENDING,2023-12-31,,0.86
LN-08270910-10651,,,FALSE,PENDING,2023-11-26,LEGACY-CODE-8881,
LN-08270910-10652,TRUE,TRUE,FALSE,PENDING,2023-10-01,,
LN-08270910-10653,TRUE,TRUE,,PENDING,2023-02-11,,0.59
LN-08270910-10654,,FALSE,FALSE,PENDING,2023-03-17,,0.87
LN-08270910-10655,TRUE,FALSE,TRUE,PENDING,2023-02-03,,
LN-08270910-10656,TRUE,FALSE,FALSE,PENDING,2023-07-05,,
LN-08270910-10657,TRUE,TRUE,TRUE,VERIFIED,2023-01-06,,
LN-08270910-10658,TRUE,FALSE,,PENDING,2023-06-20,,
LN-08270910-10659,,TRUE,FALSE,PENDING,2023-11-10,,
LN-08270910-10660,,FALSE,TRUE,PENDING,2023-01-01,,
LN-08270910-10661,,FALSE,,PENDING,2023-10-06,,
LN-08270910-10662,TRUE,,FALSE,PENDING,2024-05-10,,
LN-08270910-10663,FALSE,,,PENDING,2024-05-10,,
LN-08270910-10664,,,FALSE,PENDING,2023-07-05,LEGACY-CODE-5660,
LN-08270910-10269,FALSE,TRUE,,PENDING,2023-09-27,,
LN-08270910-10666,TRUE,,TRUE,PENDING,2023-04-22,,
LN-08270910-10667,,TRUE,FALSE,PENDING,2023-06-24,,
LN-08270910-10011,,TRUE,FALSE,PENDING,2023-01-19,,
LN-08270910-10669,,FALSE,TRUE,PENDING,2023-05-06,,
LN-08270910-10670,TRUE,TRUE,TRUE,VERIFIED,15/01/2023,LEGACY-CODE-7370,
LN-08270910-10671,TRUE,TRUE,FALSE,PENDING,2024-01-01,,
LN-08270910-10672,TRUE,TRUE,TRUE,VERIFIED,2023-10-13,LEGACY-CODE-2116,
LN-08270910-10673,TRUE,TRUE,TRUE,VERIFIED,2023-05-06,LEGACY-CODE-5347,
LN-08270910-10674,TRUE,,,PENDING,2023-08-12,,
LN-08270910-10675,,,FALSE,PENDING,2023-09-13,LEGACY-CODE-5227,
LN-08270910-10676,FALSE,TRUE,FALSE,PENDING,2023-07-03,,0.93
LN-08270910-10677,TRUE,FALSE,TRUE,PENDING,2023-09-07,LEGACY-CODE-2394,
LN-08270910-10678,FALSE,,FALSE,PENDING,2023-05-15,,
LN-08270910-10679,,,FALSE,PENDING,2023-10-21,,
LN-08270910-10680,FALSE,FALSE,FALSE,PENDING,2023-04-19,LEGACY-CODE-3898,
LN-08270910-10681,FALSE,TRUE,,PENDING,2023-04-04,,
LN-08270910-10682,TRUE,FALSE,FALSE,PENDING,2023-05-27,,0.97
LN-08270910-10682,TRUE,FALSE,FALSE,INCOMPLETE,2023-05-27,,0.97
LN-08270910-10683,TRUE,TRUE,TRUE,VERIFIED,2023-04-17,,
LN-08270910-10684,FALSE,FALSE,TRUE,PENDING,2023-04-02,,
LN-08270910-10685,TRUE,,FALSE,PENDING,2023-04-27,LEGACY-CODE-1238,
LN-08270910-10686,,,FALSE,PENDING,2023-09-21,,0.54
LN-08270910-10687,,,,PENDING,2023-08-19,,
LN-08270910-10688,FALSE,FALSE,,PENDING,2023-09-12,,
LN-08270910-10689,,FALSE,FALSE,PENDING,2023-04-13,,
LN-08270910-10690,TRUE,,TRUE,PENDING,2024-05-10,,
LN-08270910-10691,TRUE,,FALSE,PENDING,2023-01-08,,
LN-08270910-10692,FALSE,FALSE,,PENDING,2023-08-08,,0.98
LN-08270910-10693,FALSE,,,PENDING,2023-11-13,,
LN-08270910-10694,TRUE,TRUE,FALSE,PENDING,2023-05-23,LEGACY-CODE-1738,
LN-08270910-10695,FALSE,TRUE,TRUE,PENDING,2023-05-22,,
LN-08270910-10696,TRUE,FALSE,TRUE,PENDING,2023-09-03,,
LN-08270910-10697,FALSE,FALSE,FALSE,MISSING,2023-05-13,,0.8
LN-08270910-10697,FALSE,FALSE,FALSE,INCOMPLETE,2023-05-13,,0.8
LN-08270910-10698,TRUE,FALSE,FALSE,PENDING,2024-05-10,,
LN-08270910-10699,TRUE,FALSE,TRUE,PENDING,2023-08-08,,
LN-08270910-10700,FALSE,FALSE,TRUE,PENDING,2023-09-03,LEGACY-CODE-4151,
LN-08270910-10701,,,TRUE,PENDING,2023-09-05,,
LN-08270910-10702,FALSE,FALSE,TRUE,PENDING,2024-05-10,,
LN-08270910-10703,FALSE,,,PENDING,2023-06-06,,
